unicode,emoji,cldr,cldr_link,meaning,note,unicode_text
U+1F1E6 U+1F1F9,🇦🇹,flag: Austria,flag-austria,"The flag for Austria, which may show as the letters AT on some platforms. The Flag: Austria emoji is a flag sequence combining 🇦 Regional Indicator Symbol Letter A and 🇹 Regional Indicator Symbol Letter T.These display as a single emoji on supported platforms.",-,Flag: Austria was added to Emoji 1.0 in 2015.
U+1F1E6 U+1F1FA,🇦🇺,flag: Australia,flag-australia,"The flag for Argentina, which may show as the letters AR on some platforms. The Flag: Argentina emoji is a flag sequence combining 🇦 Regional Indicator Symbol Letter A and 🇷 Regional Indicator Symbol Letter R.These display as a single emoji on supported platforms.",-,Flag: Argentina was added to Emoji 1.0 in 2015.
U+1F1E6 U+1F1FC,🇦🇼,flag: Aruba,flag-aruba,"The flag for Aruba, which may show as the letters AW on some platforms. The Flag: Aruba emoji is a flag sequence combining 🇦 Regional Indicator Symbol Letter A and 🇼 Regional Indicator Symbol Letter W.These display as a single emoji on supported platforms.",-,Flag: Aruba was added to Emoji 1.0 in 2015.
U+1F1E6 U+1F1FD,🇦🇽,flag: Åland Islands,flag-aland-islands,"The flag for Azerbaijan, which may show as the letters AZ on some platforms. The Flag: Azerbaijan emoji is a flag sequence combining 🇦 Regional Indicator Symbol Letter A and 🇿 Regional Indicator Symbol Letter Z.These display as a single emoji on supported platforms.",-,Flag: Azerbaijan was added to Emoji 1.0 in 2015.
U+1F1E6 U+1F1FF,🇦🇿,flag: Azerbaijan,flag-azerbaijan,The Flag: Bosnia & Herzegovina emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇦 Regional Indicator Symbol Letter A.These display as a single emoji on supported platforms.,-,Flag: Bosnia & Herzegovina was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1E6,🇧🇦,flag: Bosnia & Herzegovina,flag-bosnia-herzegovina,"The flag for Barbados, which may show as the letters BB on some platforms. The Flag: Barbados emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B.These display as a single emoji on supported platforms.",-,Flag: Barbados was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1E7,🇧🇧,flag: Barbados,flag-barbados,"The flag for Åland Islands, which may show as the letters AX on some platforms. The Flag: Åland Islands emoji is a flag sequence combining 🇦 Regional Indicator Symbol Letter A and 🇽 Regional Indicator Symbol Letter X.These display as a single emoji on supported platforms.",-,Flag: Åland Islands was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1E9,🇧🇩,flag: Bangladesh,flag-bangladesh,"The flag for Bangladesh, which may show as the letters BD on some platforms. The Flag: Bangladesh emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇩 Regional Indicator Symbol Letter D.These display as a single emoji on supported platforms.",-,Flag: Bangladesh was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1EA,🇧🇪,flag: Belgium,flag-belgium,"The flag for Belgium, which may show as the letters BE on some platforms. The Flag: Belgium emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇪 Regional Indicator Symbol Letter E.These display as a single emoji on supported platforms.",-,Flag: Belgium was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1EB,🇧🇫,flag: Burkina Faso,flag-burkina-faso,"The flag for Burkina Faso, which may show as the letters BF on some platforms. The Flag: Burkina Faso emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇫 Regional Indicator Symbol Letter F.These display as a single emoji on supported platforms.",-,Flag: Burkina Faso was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1EC,🇧🇬,flag: Bulgaria,flag-bulgaria,"The flag for Bulgaria, which may show as the letters BG on some platforms. The Flag: Bulgaria emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇬 Regional Indicator Symbol Letter G.These display as a single emoji on supported platforms.",-,Flag: Bulgaria was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1ED,🇧🇭,flag: Bahrain,flag-bahrain,"The flag for Bahrain, which may show as the letters BH on some platforms. The Flag: Bahrain emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇭 Regional Indicator Symbol Letter H.These display as a single emoji on supported platforms.",-,Flag: Bahrain was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1EE,🇧🇮,flag: Burundi,flag-burundi,"The flag for Burundi, which may show as the letters BI on some platforms. The Flag: Burundi emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇮 Regional Indicator Symbol Letter I.These display as a single emoji on supported platforms.",-,Flag: Burundi was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1EF,🇧🇯,flag: Benin,flag-benin,"The flag for Benin, which may show as the letters BJ on some platforms. The Flag: Benin emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇯 Regional Indicator Symbol Letter J.These display as a single emoji on supported platforms.",-,Flag: Benin was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1F1,🇧🇱,flag: St. Barthélemy,flag-st-barthelemy,The Flag: St. Barthélemy emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇱 Regional Indicator Symbol Letter L.These display as a single emoji on supported platforms.,-,Flag: St. Barthélemy was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1F2,🇧🇲,flag: Bermuda,flag-bermuda,"The flag for Bermuda, which may show as the letters BM on some platforms. The Flag: Bermuda emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇲 Regional Indicator Symbol Letter M.These display as a single emoji on supported platforms.",-,Flag: Bermuda was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1F3,🇧🇳,flag: Brunei,flag-brunei,"The flag for Brunei Darussalam, which may show as the letters BN on some platforms. The Flag: Brunei emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇳 Regional Indicator Symbol Letter N.These display as a single emoji on supported platforms.",-,Flag: Brunei was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1F4,🇧🇴,flag: Bolivia,flag-bolivia,"The flag for Bolivia, which may show as the letters BO on some platforms. The Flag: Bolivia emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇴 Regional Indicator Symbol Letter O.These display as a single emoji on supported platforms.",-,Flag: Bolivia was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1F6,🇧🇶,flag: Caribbean Netherlands,flag-caribbean-netherlands,"The Caribbean Netherlands, a group of islands in the Caribbean Sea. The design for this emoji is shown as the flag for Bonaire on most platforms. The Flag: Caribbean Netherlands emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇶 Regional Indicator Symbol Letter Q.These display as a single emoji on supported platforms.",-,Flag: Caribbean Netherlands was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1F7,🇧🇷,flag: Brazil,flag-brazil,"The flag for Brazil, which may show as the letters BR on some platforms. The Flag: Brazil emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇷 Regional Indicator Symbol Letter R.These display as a single emoji on supported platforms.",-,Flag: Brazil was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1F8,🇧🇸,flag: Bahamas,flag-bahamas,"The flag for Bahamas, which may show as the letters BS on some platforms. The Flag: Bahamas emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇸 Regional Indicator Symbol Letter S.These display as a single emoji on supported platforms.",-,Flag: Bahamas was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1F9,🇧🇹,flag: Bhutan,flag-bhutan,"The flag for Bhutan, which may show as the letters BT on some platforms. The Flag: Bhutan emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇹 Regional Indicator Symbol Letter T.These display as a single emoji on supported platforms.",-,Flag: Bhutan was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1FB,🇧🇻,flag: Bouvet Island,flag-bouvet-island,"The flag for Bouvet Island, which may show as the letters BV on some platforms. This is the same flag as Norway. The Flag: Bouvet Island emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇻 Regional Indicator Symbol Letter V.These display as a single emoji on supported platforms.",-,Flag: Bouvet Island was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1FC,🇧🇼,flag: Botswana,flag-botswana,"The flag for Botswana, which may show as the letters BW on some platforms. The Flag: Botswana emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇼 Regional Indicator Symbol Letter W.These display as a single emoji on supported platforms.",-,Flag: Botswana was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1FE,🇧🇾,flag: Belarus,flag-belarus,"The flag for Belarus, which may show as the letters BY on some platforms. The Flag: Belarus emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇾 Regional Indicator Symbol Letter Y.These display as a single emoji on supported platforms.",-,Flag: Belarus was added to Emoji 1.0 in 2015.
U+1F1E7 U+1F1FF,🇧🇿,flag: Belize,flag-belize,"The flag for Belize, which may show as the letters BZ on some platforms. The Flag: Belize emoji is a flag sequence combining 🇧 Regional Indicator Symbol Letter B and 🇿 Regional Indicator Symbol Letter Z.These display as a single emoji on supported platforms.",-,Flag: Belize was added to Emoji 1.0 in 2015.
U+1F1E8 U+1F1E6,🇨🇦,flag: Canada,flag-canada,"The flag for Canada, which may show as the letters CA on some platforms. The Flag: Canada emoji is a flag sequence combining 🇨 Regional Indicator Symbol Letter C and 🇦 Regional Indicator Symbol Letter A.These display as a single emoji on supported platforms.",-,Flag: Canada was added to Emoji 1.0 in 2015.
U+1F1E8 U+1F1E8,🇨🇨,flag: Cocos (Keeling) Islands,flag-cocos-keeling-islands,The Flag: Cocos (Keeling) Islands emoji is a flag sequence combining 🇨 Regional Indicator Symbol Letter C.These display as a single emoji on supported platforms.,-,Flag: Cocos (Keeling) Islands was added to Emoji 1.0 in 2015.
U+1F1E8 U+1F1E9,🇨🇩,flag: Congo - Kinshasa,flag-congo-kinshasa,The Flag: Congo - Kinshasa emoji is a flag sequence combining 🇨 Regional Indicator Symbol Letter C and 🇩 Regional Indicator Symbol Letter D.These display as a single emoji on supported platforms.,-,Flag: Congo - Kinshasa was added to Emoji 1.0 in 2015.
U+1F1E8 U+1F1EB,🇨🇫,flag: Central African Republic,flag-central-african-republic,"The flag for Central African Republic, which may show as the letters CF on some platforms. The Flag: Central African Republic emoji is a flag sequence combining 🇨 Regional Indicator Symbol Letter C and 🇫 Regional Indicator Symbol Letter F.These display as a single emoji on supported platforms.",-,Flag: Central African Republic was added to Emoji 1.0 in 2015.
U+1F1E8 U+1F1EC,🇨🇬,flag: Congo - Brazzaville,flag-congo-brazzaville,The Flag: Congo - Brazzaville emoji is a flag sequence combining 🇨 Regional Indicator Symbol Letter C and 🇬 Regional Indicator Symbol Letter G.These display as a single emoji on supported platforms.,-,Flag: Congo - Brazzaville was added to Emoji 1.0 in 2015.
U+1F1E8 U+1F1ED,🇨🇭,flag: Switzerland,flag-switzerland,"The flag for Switzerland, which may show as the letters CH on some platforms. This flag is red, with a white cross in the center. Unlike most global flags, it is square instead of rectangular. Initially most vendors displayed this flag as a rectangle, consistent with other emoji flags, but today the majority of vendors display the flag with its accurate real-world shape. The Flag: Switzerland emoji is a flag sequence combining 🇨 Regional Indicator Symbol Letter C and 🇭 Regional Indicator Symbol Letter H.These display as a single emoji on supported platforms.",-,Flag: Switzerland was added to Emoji 1.0 in 2015.
